seed,probe_index,mean_risk,va_risk,ac_risk,true_recovery_time
11,470,0.7088230969247634,0.9099951233472032,0.8847493460740244,200.0
12,120,0.2172739378883895,0.0,0.47202991224055457,200.0
12,170,0.18742072106531363,0.0,0.3389449337049043,2224.143139021376
12,220,0.2866422294290413,0.268177519100953,0.4521344058916785,200.0
12,270,0.3628479739831473,0.24234763136009174,0.5357155972167076,200.0
12,320,0.2623548985570883,0.0006993462525713978,0.5426206096283354,200.0
12,370,0.2647937901187308,0.07087544950190172,0.5320427076683422,200.0
12,420,0.4295261537135103,0.5695351723769019,0.6696510834807873,200.0
12,470,0.6576706023415693,0.703980827151948,0.8645911475452931,200.0
13,120,0.23454358562284297,0.0,0.344275017741839,604.8120548920785
13,170,0.30457325660146484,0.44460203732124015,0.3260378245161015,200.0
13,220,0.3361365161745321,0.1738485144140769,0.5186543805420601,200.0
13,270,0.30130044195676237,0.0,0.5152966420691535,200.0
13,320,0.2814724783761503,0.0,0.469614004800778,200.0
13,370,0.454981923808156,0.43340294882339925,0.632635932662093,200.0
13,420,0.3515996134489089,0.39756700344314944,0.5799838426688739,200.0
13,470,0.6325880241102702,0.7285387876832017,0.8429943772726478,200.0
14,120,0.2420022122551871,0.26454624131883575,0.2995662860293288,200.0
14,170,0.14117025050828585,0.0,0.29717230701326125,200.0
14,220,0.2917954067156304,0.5232218380770561,0.4095285118654943,200.0
14,270,0.2430585176746917,0.0,0.530832962683343,200.0
14,320,0.3252185933498807,0.37600912608285364,0.5523211976395922,200.0
14,370,0.2964326266266467,0.04684994301820533,0.6282555245264332,200.0
14,420,0.5027172524173634,0.6735965490273806,0.7538354438643288,200.0
14,470,0.6614984563500765,0.6885501083624874,0.8818979721641432,200.0
15,120,0.27211774920607723,0.3150868921388371,0.5128467152117517,200.0
15,170,0.2148105919797511,0.0,0.4917321032510499,200.0
15,220,0.19597724912345657,0.14178784514700504,0.35178492591113253,200.0
15,270,0.44855558251040284,0.4269383722676309,0.5769364914118628,200.0
15,320,0.35085349866502213,0.0,0.6997898468377793,200.0
15,370,0.3155608139673176,0.07748618615216618,0.7101993226474324,200.0
15,420,0.4615576131802667,0.34920499715211106,0.67677208026787,200.0
15,470,0.7554820319483391,0.8560208576845565,0.9191836731839789,200.0
16,120,0.2678133130329125,0.3268586091759328,0.31450906468667883,200.0
16,170,0.26902726234796764,0.11684082482366154,0.48906200229084007,200.0
16,220,0.33744719528043365,0.0,0.5652750817696406,200.0
16,270,0.27286653514104275,0.0,0.4748841662990232,200.0
16,320,0.26594891177173785,0.2878812630928973,0.37033421287585366,200.0
16,370,0.39176882404958874,0.5028888254836573,0.6276069054466697,200.0
16,420,0.26954439569079,0.19177181127453224,0.666480770731987,200.0
16,470,0.6963959800869443,0.8578316032101396,0.8898829589415516,200.0
17,120,0.18652594741293263,0.08220272057519296,0.1647762999696969,3479.4485017727507
17,170,0.1146731006808801,0.0,0.13351211806118268,200.0
17,220,0.2556629496950603,0.178279713582163,0.37624835276365576,200.0
